S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Industry support,Link,Prerequiste,About
227,noc24-ch08,Chemical Engineering,Chemical Engineering Fluid Dynamics and Heat Transfer,Prof. Rabibrata Mukherjee Prof. Arnab Atta,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Chemical and Petrochemical Process Industries such as BASF, Tata Chemicals, Reliance Industries, IFFCO, Dr. Reddyâs, Haldia Petrochem, etc.",https://onlinecourses.nptel.ac.in/noc23_ch32/preview,Courses in calculus and in mass and energy balances,"This is an introductory fluid dynamics and heat transfer course that plays significant role in the chemical engineering as well in the biological, petroleum, and environmental engineering curriculum. It covers some important aspects of fluid flow and heat transfer along their commonality in various chemical engineering processes. The content of this course can be broadly classified into two topics: (1) fluid dynamics, and (2) heat transfer. The objective of this course is to learn the fundamental principles of fluid dynamics and heat transfer as well as to combine and apply the consolidated understanding to solve associated chemical engineering problems."
228,noc24-ch10,Chemical Engineering,Chemical Process Utilities,Prof. Shishir Sinha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Useful for all process industries, refineries, fertilizer plants, petrochemical plants specially for managers and decision makers",https://onlinecourses.nptel.ac.in/noc22_ch24/preview," Chemical Engineering Thermodynamics, Chemical Technology, Heat Transfer ","Importance of process utilities in a typical chemical process plant is enormous. Without fundamental knowledge of process utilities it is very difficult to survive in a chemical plant. As chemical process technology becomes more complex, chemical engineers will need a more detailed and fundamental understanding of different utilities. The course focuses on understanding the important technical fundamentals of chemical process utilities. The emphasis on the fundamentals will help the student to understand the concepts and apply them accordingly. This application requires a significant quantity of fundamental knowledge and technology"
229,noc24-ch12,Chemical Engineering,Computational Fluid Dynamics,Prof. Sreenivas Jayanti,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Oil Companies (IOCL, SHELL, BPCL and others), Automobile and Aviation companies (GE, AIRBUS, TATA Motors and others) , R&D sectors of differentÂ  companies",https://onlinecourses.nptel.ac.in/noc21_me126/preview,No prerequisite,"CFD or computational fluid dynamics is a branch of continuum mechanics that deals with numerical simulation of fluid flow and heat transfer problems. The exact analytical solutions of various integral, differential or integro-differential equations, obtained from mathematical modeling of any continuum problem, are limited to only simple geometries. Thus for most situations of practical interest, analytical solutions cannot be obtained and a numerical approach should be applied. In the field of mechanics, the approach of obtaining approximate numerical solutions with the help of digital computers is known as Computational Mechanics whereas the same is termed as Computational Fluid Dynamics for thermo-fluidic problems. CFD, thus, deals with obtaining an approximate numerical solution of the governing equations based on the fundamental conservation laws of mass, momentum and energy."
230,noc24-ch14,Chemical Engineering,Computer Aided Applied Single Objective Optimization,Prof. Prakash Kotecha,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",All,https://onlinecourses.nptel.ac.in/noc20_ch19/preview,Basic Mathematics,Optimization problems are frequently encountered in almost all disciplines of science and engineering. This course will familiarize the audience with both mathematical and computational intelligence algorithms to solve combinatorial optimization problems. The course is designed so as to enable the participants to quickly use state-of-the-art tools to solve optimization problems. A unique feature of this course will be discussion of a realistic case study to thoroughly understand various aspects of optimization.
231,noc24-ch15,Chemical Engineering,Environmental Quality Monitoring & Analysis,Prof. Ravi Krishna R,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Environmental Consulting,https://onlinecourses.nptel.ac.in/noc22_ch33/preview,Basic Mathematics; Physics; Chemistry; Environmental Engineering; Chemical Engineering.,"The course is directed at measuring, modeling and assessing the parameters of environmental quality for the purpose of environmental risk assessment. The course introduces readers to the concept of environmental fate and transport and the methods to apply them in environmental risk assessment. The course also discusses the monitoring methods in the context of environmental fate and transport."
232,noc24-ch18,Chemical Engineering,Membrane Technology,Prof. Kaustubha Mohanty,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","All industries that require downstream processing using membrane such as Refineries, Pharmaceutical industries, food and beverage",https://onlinecourses.nptel.ac.in/noc22_ch14/preview,No prerequisite,"This course will provide an insight to the membrane based separations that is an integral part of the down-stream processing of various industries. The course begins with introducing the development of membranes and discussing the basics which is followed by detail discussion on membrane materials and their properties. This course then deals with various methods of membrane preparations and their characterization. How separations (transport mechanism) takes places using membranes has been covered extensively. Further, principles of various membrane processes such as reverse osmosis, microfiltration, ultrafiltration, dialysis, liquid membrane, pervaporation etc. has been covered along with their applications in different industries. The course will enable students to develop necessary skills to design appropriate membrane based separation technique as per the need."
233,noc24-ch20,Chemical Engineering,Multiphase Flows,Prof. Rajesh Kumar Upadhyay,IIT(BHU) Varanasi,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","IOCL, BPCL, OIL, HPCL, ONGC",https://onlinecourses.nptel.ac.in/noc21_ch30/preview,No prerequisite,"Multiphase flow reactors are critically important many industries like, chemical, petroleum, petrochemicals, food, pharmaceuticals etc. The performances of these reactors largely depend on the interactions of different phases involved. In this course basic of Multiphase flow along with different flow regime map and pressure drop, and volume fraction calculation will be covered. Further, the interaction between different phases at different scales will be discussed. Modelling methods used for multiphase flow reactors will be covered. Finally, different type of multiphase flow reactors will be introduced and their functioning, advantage and disadvantages and challenges along with future direction of research will be discussed."
234,noc24-ch21,Chemical Engineering,Multiphase Microfluidics,Prof. Raghvendra Gupta,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Thermax, General Electric, Syrris, Blacktrace/Dolomite",https://onlinecourses.nptel.ac.in/noc23_ch37/preview,A basic course in Fluid Mechanics,"With the advancement in manufacturing technology in past few decades, the trend towards miniaturization has accelerated in several industries. In chemical process industries, the viability of compact heat exchangers, microreactors for process intensification is being explored because of small diffusion lengths, high interfacial area density and relatively safe operation. Most of these equipments involve multiphase flows and their design requires a fundamental understanding of heat, mass and momentum transport in multiphase flow in microchannels. This course is aimed at introducing the students with the fundamental principles as well as recent developments in the area of multiphase flow at the small scale."
235,noc24-ch22,Chemical Engineering,Physical And Electrochemical Characterizations In Chemical Engineering,Prof. Tamal Banerjee,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Most of the Industries does utilize these tools to characterize materials whether in Electronic, Chemical or Pharmaceuticals Industries for characterizing and confirming the final product to Specific Standards. Hence, the knowledge of these will be helpful for outgoing undergraduates and postgraduates for better employment opportunities.INTENDED AUDIENCE  Â Undergraduates and Postgraduates from different disciplines related to Chemical Engineering, Mechanical Engineering, Metallurgical Engineering, Chemistry, and Physics",https://onlinecourses.nptel.ac.in/noc22_ch23/preview,Elementary Chemistry,"Information on the various properties of materials are the key to unlock and analyze their suitability for various futuristic applications. The course Physical and Electrochemical Characterizations in Chemical Engineering aims to address these aspects fundamentally and practically in the field of Chemical Engineering and allied disciplines. The study span during the course includes the fundamental principles of various instrumentation techniques, which include spectroscopy, surface and electrochemical characterizations, and mechanical stability. Upon successful completion of the course, students are expected to be conversant with various characterization techniques including characterization of bio/nanostructures and nano/bio/smart materials. They are expected to become competent in carrying out analysis on the structural, thermal, chemical and mechanical properties of materials. "
236,noc24-ch23,Chemical Engineering,Physico-chemical processes for wastewater treatment,Prof. Vimal Chandra Srivastava,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Nil.INTENDED AUDIENCEÂ Undergraduate, postgraduate and Ph.D. students of Environmental Engineering, Chemical Engineering and Civil Engineering.",https://onlinecourses.nptel.ac.in/noc22_ch25/preview,No prerequisite,"This course is essential for Engineers, considering the expectation of the Industries for wastewater pollution control in their premises to comply with newer and more stringent laws and acts that are being enforced in India and globally. This course introduces the principles and physicochemical methods to control wastewater pollution. The course will be presented in a logical manner with several numerical problems and case studies so that the students may adequately understand the subject and apply the knowledge after their graduation in industry and higher studies. The topics to be covered include (but not limited to): Physical treatment, pre-treatment, solids removal by setting and sedimentation, aeration, filtration, centrifugation, coagulation and flocculation; Adsorption and ion-exchange; Membrane processes; Advanced Oxidation Processes."
237,noc24-ch24,Chemical Engineering,Polymer Reaction Engineering,Prof. Shishir Sinha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_ch12/preview,No prerequisite,"The course provides a complete overview of current and future aspects in polymer engineering. The finished polymer product properties are usually determined during the production process and hence it very essential to understand all the fundamentals and chemistry behind the polymerization process. Various terms such as reaction initiation, propagation, termination, reaction kinetics, thermal kinetics, molecular weight, and physical features such as microstructures, morphology, tensile and fractural strength etc. will be discussed in this course. The general polymerization concepts, principles, kinetics and methodology will be discussed through various examples.
The course will be helpful for polymer and chemical engineer, students and industries for the advancement in the concepts related to polymer reaction engineering."
238,noc24-ch26,Chemical Engineering,"Renewable Energy Engineering: Solar, Wind And Biomass Energy Systems","Prof. Vaibhav Vasant Goud, Prof. R. Anandalakshmi",IITG,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc22_ch27/preview,,"In this course an attempt has been made to standardize the course material and to emphasize on the fundamental of non-conventional energy sources (solar, wind, and biomass). Harnessing the energy through these sources using efficient technologies is expected to play an important role in serving as clean energy source for mankind. Thus, processes to harness energy are steadily gaining technical and economic importance worldwide. Therefore, it is necessary for energy planners/ users to know the facts as well as limitations of these technologies. This course aims at bringing the technological developments and research trends in the field of non-conventional energy sources with emphasis on engineering and design aspects. After attending this course students will have insight of biomass types, classifications, selective utilization of biomass resource for extraction of energy, bio-digester, wind machine and thermo-digester design."
239,noc24-ch27,Chemical Engineering,Thermodynamics Of Fluid Phase Equilibria,Prof. Jayant K. Singh,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",All engineering based industry,https://onlinecourses.nptel.ac.in/noc20_ch35/preview, An introduction course on Thermodynamics,"The goal of this course to introduce molecular thermodynamics as a practical tool for engineering applications. In particular, the course would present the first year graduate student or senior undergraduate student a broad introduction to the thermodynamics of phase equilibria typically encountered in designing chemical products and processes. The course is suitable for those students who have completed their course in undergraduate thermodynamics. It would be further useful if the student has also done the first undergraduate course on chemical engineering thermodynamics."
240,noc24-ch29,Chemical Engineering,Waste to Energy Conversion,Prof. P. Mondal,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",NIL,https://onlinecourses.nptel.ac.in/noc20_ch16/preview, It is a Elective Course for PG and UG with Hon.,"The course deals with the production of energy from different types of wastes through thermal, biological and chemical routes. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of wastes for energy production."
241,noc24-ch30,Chemical Engineering,Advanced Thermodynamics,Prof. Nanda Kishore,IITG,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Oil and Gas Industries, Chemical Industries, Polymer Industries, Biochemical Industries",https://onlinecourses.nptel.ac.in/noc20_ch03/preview,UG Level Thermodynamics Course,"In any chemical process, often one encounter interaction between phases where transfer of species takes place from one phase to other. That is there exist several situations of vapor-liquid, liquid-liquid, vapor-liquid-liquid, solid-liquid equilibria in chemical engineering processes. Often these situations are dealt with assumption of ideal behavior and binary systems but in reality non-ideality and multicomponent mixtures exists and accordingly one has to deal with such situations. This course offers step-by-step understanding of required thermodynamic properties to handle such equilibrium cases and explore possible ways of solving problems associated with non-ideality in VLE, LLE, VLLE and SLE for multicomponent mixtures."
242,noc24-ch32,Chemical Engineering,Modeling Stochastic phenomena for Engineering applications: Part-1,Prof. Yelia Shankaranarayana Mayya,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Research Organizations such as BARC, IGCAR",https://onlinecourses.nptel.ac.in/noc24_ch32/preview," Probability theory, Integral transforms, differential equations, Mathematical methods","Mechanics deals with deterministic laws to describe phenomena. However, the real world is replete with examples involving randomness. Brownian Motion, chemical reactions, pandemic propagation, eco-dynamics, material aggregation, nucleation, weather and climate, market fluctuations are some of the examples where randomness plays a key role. While the classical probability theory deals with characterising the random events: i.e., how to describe outcomes, what are the distributions etc, it does not deal with dynamical evolution of these probabilities. In contrast stochastic processes deal with the temporal evolution of the outcome of random events. In these lectures, we learn how to choose the variables, how to formulate the problems, what underlying assumptions are to be made and how best one can extract useful information in evolving probabilistic systems. We explore these aspects from an engineering, rather than a from formal theoretical perspective, by limiting ourselves to physical systems."
243,noc24-ch34,Chemical Engineering,Applied Statistical Thermodynamics,Prof. Tamal Banerjee,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",This shall be useful for those industrial personnel who are using computer simulation techniques for analyzing the trajectories of the compounds. This is true for Pharmaceutical and Biotech companies as they frequently use these techniques where the basics lie in the statistical thermodynamic concepts.,https://onlinecourses.nptel.ac.in/noc24_ch34/preview,Thermodynamics at Undergraduate Level,"With the current emphasis on nano- and biotechnologies, descriptions at the molecular level can be used to create effective predictions in chemical engineering and physical chemistry. Classical thermodynamics can be used to relate heat and work and to describe various processes, including phase behaviour, chemical reaction equilibria, and flows on changes of state, but it hardly acknowledges the existence of molecules. This information can also be obtained by statistical thermodynamics, which begins with a description of individual molecules. A molecular-level description and statistical thermodynamics helps us to gain useful insights. In this course, only equilibrium properties, not dynamic or kinetic properties such as the kinetic theory of gases or liquids, are examined; thus, the term statistical thermodynamics is used rather than the more comprehensive statistical mechanics."
244,noc24-ch35,Chemical Engineering,"Characterization of Polymers, Elastomers and Composites",Prof. Santanu Chattopadhyay,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Tata Steel R&D, Reliance, Tata Chemicals,IRMRA, CEAT Tyres, JK Tyres, Apollo Tyres, TATA Jamshedpur, Asian Paints, Pidilite Industries, Michelin Tyre, ALP Overseas, BKT, Ralson, Himadri Chemicals, Philips Carbon, Birla Carbon, Madhu Silica, Evonik, Momentive, Saint Gobains, Allied defense laboratories of Govt. of India",https://onlinecourses.nptel.ac.in/noc23_ch41/preview,"For students: High school knowledge in Chemistry, Physics and Mathematics are required. For R&D personals: UG or PG degree(s) in any of the mentioned subjects as mentioned earlier","Introductory module will encompass the fundamentals on molecular and mesoscale organization of polymers and composites. The course embodies chemical analysis, identification of polymers, additives, elastomers and composites as per Indian and International standards. Spectroscopic techniques including IR, UV, NMR theory, principle and applications to polymers, elastomers, blends, composites and additives will be deliberated. Thermal analysis techniques including TGA, DSC, DMA, DETA will be elaborated in light of life prediction, degradation kinetics, thermal parameters as well for reverse engineering. Application of X-Ray diffraction techniques WAXS and SAXS will be covered. Surface characterization e.g. XPS, SIMS and Mass Spectroscopy will be covered. A detailed application of microscopy including optical, SEM, TEM and AFM will be elaborated along with case studies."
245,noc24-ch36,Chemical Engineering,Matlab Programming for Numerical Computation,Prof. Niket Kaisare,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Nill,https://onlinecourses.nptel.ac.in/noc21_ge10/preview,"The students for this course are expected to know basics of linear algebra and calculus. These are covered in Introductory Math course(s) for Engineers (typically done in first year).This is intended to be practical (laboratory) course. Some prior background in programming will be useful, though not required. Likewise, students who have either completed or are currently doing Numerical Methods / Computational Techniques will find it easier to follow this course. ","MATLAB is a popular language for numerical computation. This course introduces students to MATLAB programming, and demonstrate its use for scientific computations. The basis of computational techniques are expounded through various coding examples and problems, and practical ways to use MATLAB will be discussed."
246,noc24-ee03,Electrical and Electronics Engineering,Photonic integrated circuit,Prof. Shankar Kumar Selvaraja,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_ee35/preview,Introduction to Photonics,"This is a graduate-level course for those who are interested in Lightwave/photonic circuits. The course introduces essential concepts required to understand the operation of various integrated photonic components and draws a parallel with bulk components. This course will cover theory, design, fabrication, and application aspects of photonic materials and devices. In addition to lectures, a selection of demonstration of device fabrication and characterisation will be presented."
247,noc24-ee04,Electrical and Electronics Engineering,Deep Learning,Prof. Prabir Kumar Biswas,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Google, Adobe, TCS, DRDO etc.",https://onlinecourses.nptel.ac.in/noc20_cs62/preview,,"The availability of huge volume of Image and Video data over the internet has made the problem of data analysis and interpretation a really challenging task. Deep Learning has proved itself to be a possible solution to such Computer Vision tasks. Not only in Computer Vision, Deep Learning techniques are also widely applied in Natural Language Processing tasks. In this course we will start with traditional Machine Learning approaches, e.g. Bayesian Classification, Multilayer Perceptron etc. and then move to modern Deep Learning architectures like Convolutional Neural Networks, Autoencoders etc. On completion of the course students will acquire the knowledge of applying Deep Learning techniques to solve various real life problems. INTENDED AUDIENCE: Electronics and Communication Engineering, Computer Science, Electrical Engineering PRE-REQUISITES: Knowledge of Linear Algebra, DSP, PDE will be helpful. INDUSTRY SUPPORT: Google, Adobe, TCS, DRDO etc."
248,noc24-ee05,Electrical and Electronics Engineering,Electronics Enclosures Thermal issues,Prof. N.V Chalapathi Rao,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Electronics and Mechanical involved in enclosure Design,https://onlinecourses.nptel.ac.in/noc21_ee46/preview,12th standard,Electronics Design is understood as analysis and implementation at various levels from large systems installation to chip design. One of the aspects is failure due to temperature effects is constantly under study. Theory of Heat transfer has been understood and explained way back in 1700. Rigor and precision has resulted in seemingly complicated equations.
249,noc24-ee06,Electrical and Electronics Engineering,Electronics equipment integration and Prototype building,Prof. N.V Chalapathi Rao,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",Industries should suggest suitability to their trainees,https://onlinecourses.nptel.ac.in/noc20_ee01/preview,Basic electronics. Basic engineering drawing,"This course teaches registrants on how to make a working prototype of electronic equipment.Typically most courses have a project component. Beyond demonstrating functionality at a breadboard level, converting it to a viable physical model is not covered in Labs at UG level.Attempt will be made to layout a system and finally make Drawings that can be used for fabrication in a workshop. Component selection, layout and Assembly will be demonstrated. Finally to make a working physical prototype."
250,noc24-ee07,Electrical and Electronics Engineering,Fundamental of Power Electronics,Prof. L.Umanand,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",All industries directly or indirectly using power electronics technology may find the course relevant.,https://onlinecourses.nptel.ac.in/noc21_ee01/preview,"Electrical and electronic circuits, network theory and basics of semiconductor physics.","The course introduces basics of power electronic devices and converters. Working principles, operating modes and analysis of AC-DC and DC-DC converters will be covered in detail. A flavour of DC-AC inverter will be introduced at the end of the course. This course uses SPICE simulation as a means for understanding and gaining more insight into the circuits. Control of power electronic converters will be explained. "
251,noc24-ee08,Electrical and Electronics Engineering,"Integrated Circuits, Mosfets, OP-Amps and their Applications",Prof. Hardik Jeetendra Pandya,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",NIL,https://onlinecourses.nptel.ac.in/noc20_ee13/preview,B.Tech./B.E./M.Sc. and M.Tech./M.E.,"This course is a design-oriented course aimed at understanding fabrication, parameters, and specifications of integrated circuits, MOSFETs, Op-Amps as well as their applications in the Analog domain."
252,noc24-ee09,Electrical and Electronics Engineering,A brief introduction of Micro - Sensors,Prof. Santanu Talukder,IISER Bhopal,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_ee26/preview,"Basic Physics, Electronics and Mechanics","Main objective of this course is to introduce students to micro- and nano-scale devices. After successfully completing this short course, students will have an idea about MEMS and NEMS devices and their applications. They will know how to design, analyze and characterize a micro or nano system. They will also have an idea about MEMS fabrication."
253,noc24-ee10,Electrical and Electronics Engineering,Advanced topics in Wireless Communication (Hindi),Prof. Vivek Ashok Bohara,IIIT Delhi,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 21, 2024","In general, any company/ industry working with Wireless Communication and cellular/ Wi-Fi technology will recognize this course. Some examples include1. Cellular Operators Jio/Airtel/ BSNL/Aircel/VI2. CDOT3. Cisco/ Ericsson/ Nokia / Arista Networks 4. Qualcomm / Samsung",https://onlinecourses.nptel.ac.in/noc24_ee10/preview,"Mandatory:
1. Principles of Signals and Systems
2. Principles of Communication Systems
3. Fundamentals of wireless communication
Desirable:
4.Matlab Coding","This course will provide an advanced level understanding of a wireless communication system. Starting with the overview of wireless systems and standards, the students will study the fundamental capacity limits of wireless channels along with transmission strategies to maximize the theoretical capacity The course will also cover fundamental coding techniques such as block, convolutional and trellis coding for wireless channels and will also touch upon the recent developments in concatenated, turbo and LDPC codes. The students will also learn the benefits of applying adaptive modulation and coding strategies in wireless channels to enable robust and spectrally efficient communication. This course will also introduce students to MIMO communications and space time block codes which will be followed by multiuser systems and networks. Finally, the course will share insights and possible technologies for the next generation of wireless communication systems."
254,noc24-ee13,Electrical and Electronics Engineering,Analog Ic Design,Prof. Aniruddhan.S,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",NILL,https://onlinecourses.nptel.ac.in/noc22_ee37/preview,"UG course (or equivalent) on: Basic Electrical Circuits, Signals and Systems, Analog Circuits","This course will introduce advanced concepts in analog circuit design specifically relevant to CMOS IC design. It will cover circuit noise and mismatch, their analysis, and their impact on CMOS opamp design. As prerequisites, the student is expected to have undergone a course on (a) basic circuit theory and analysis (b) signals and systems and (c) MOS analog circuits. At the end of this course, the student should be able to design and analyze several types of CMOS opamps at the transistor level."
255,noc24-ee14,Electrical and Electronics Engineering,Circuit Analysis for Analog Designers,Prof. Shanthi Pavan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Companies engaged in analog, mixed-signal and RF design.",https://onlinecourses.nptel.ac.in/noc22_ee34/preview,"Engineering mathematics, a basic course on electric network analysis at the UG level, signals and systems.","The course is intended to cover topics in circuit analysis that an analog designer uses on a daily basis. After a refresher and building background in linear-time invariant networks, it introduces aspiring analog designers to more advanced topics like inter-reciprocal networks, analog filters, noise analysis of circuits, transmission lines and distributed circuits, and the analysis of circuits with weak nonlinearities. Another important topic, which is not covered in this course due to paucity of time, is that of the study of time-varying circuits. This topic is covered in the course ``Introduction to Time-Varying Electrical Networks, also on NPTEL"
256,noc24-ee15,Electrical and Electronics Engineering,Control engineering,Prof. Ramkrishna Pasumarthy,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Any industry into Industrial Automation,https://onlinecourses.nptel.ac.in/noc22_ee31/preview," Network and Circuits, Basic Engineering Mathematics. we suggest the NPTEL course on Networks and Systems by Dr.V.G.K.Murti. Content in Lectures 1 -6 and 20-29 will be relevant for this course. ",This course shall introduce the fundamentals of modeling and control of linear time invariant systems; primarily from the classical viewpoint of Laplace transforms and a brief emphasis on the state space formulation as well. The course will be useful for students from major streams of engineering to build foundations of time/frequency analysis of systems as well as the feedback control of such systems. The 11th module of the course will cover a detailed application of filter design in the field of navigation and human movement (gait). Students will be able to design their very own basic navigational system using inertial sensors and microcontrollers. 
257,noc24-ee16,Electrical and Electronics Engineering,Digital Signal Processing and its Applications,Prof. V. M. Gadre,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc24_ee16/preview," It would help if they have an exposure to Signals and Systems, although this is not a strict pre-requisite.","The course begins with a discussion on Discrete Time signals and systems. This is followed by an introduction of the Z transform, its properties and system theoretic implications. The foundations of digital filter design and realization are built up. Practice Problems with solutions, summaries of each lecture and illustrative explanations of concepts are all additionally provided, to enhance learning."
258,noc24-ee18,Electrical and Electronics Engineering,Foundations of Wavelets and Multirate Digital Signal Processing,Prof. V. M. Gadre,IITB,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc24_ee18/preview," Exposure to Signals and systems, Some basic Engineering Mathematics","The word 'wavelet' refers to a little wave. Wavelets are functions designed to be considerably localized in both time and frequency domains. There are many practical situations in which one needs to analyze the signal simultaneously in both the time and frequency domains, for example, in audio processing, image enhancement, analysis and processing, geophysics and in biomedical engineering. Such analysis requires the engineer and researcher to deal with such functions, that have an inherent ability to localize as much as possible in the two domains simultaneously."
259,noc24-ee19,Electrical and Electronics Engineering,Linear Dynamical Systems,Prof. Tushar Jain,IIT Mandi,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc20_ee47/preview,"UG control systems, basics of linear algebra","Linear system is the cornerstone of control theory and a prerequisite subject for almost all advanced level graduate courses in this area. The aim of this course is to take a beginning student, with some prior exposure to elementary transform and linear algebra, through a motivated and integrated development of the fuller perspective of the linear system theory. This course will also strengthen the basic logical arguments behind mathematical proofs."
260,noc24-ee20,Electrical and Electronics Engineering,Microwave Integrated Circuits,Prof. Jayanta Mukherjee,IITB,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",NIL,https://onlinecourses.nptel.ac.in/noc21_ee34/preview,Basics of Network Theory,"Microwave Integrated Circuits is a course designed for introducing the field of Microwave Engineering to students, engineers and academics. Since at microwave frequencies, the distributed circuit effects become very prominent, new circuit theories based on Maxwell's laws have to be introduced. Further, new circuit design techniques as well as new circuit elements are also introduced. The first part of the course deals with the basics of theory. In the later part, the designs of various microwave devices like couplers, circulators, filters and amplifiers are introduced."
261,noc24-ee21,Electrical and Electronics Engineering,Modern Computer Vision,Prof. A. N. Rajagopalan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Google, Amazon, Facebook, Qualcomm, TI, KLA-Tencor, Siemens, GE, Philips etc",https://onlinecourses.nptel.ac.in/noc23_ee78/preview," Familiarity with image processing, linear algebra and probability is desirable but is not a must.","This course explores both classical and deep learning-based approaches to computer vision. Starting from introduction to deep learning, it goes on to discuss traditional approaches as well as deep networks for a variety of vision tasks including low-level vision, 3D geometry, mid-level vision and high-level vision."
262,noc24-ee22,Electrical and Electronics Engineering,Multirate DSP,Prof. R. David Koilpillai,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Texas Instruments, Qualcomm, Broadcomm, Jasmine Infotech, Samsung, Sasken, Intel, Motorola, Ittiam,  Redpineâ¦ Companies developing products based on DSP (audio, speech processing, image processing,  biomedical and other areas)",https://onlinecourses.nptel.ac.in/noc20_ee21/preview,Basic course in Digital Signal Processingl,"The key features of this course includes the following topics An in-depth understanding of sampling, reconstruction, sampling rate conversion using multirate building blocks  Applications of multirate DSP  Filter design, Filterbanks, Transmultiplexer, Delta-Sigma A/D  Mathematical framework for Perfect Reconstruction Filter banks Achieving capacity in wireless channels, motivation for Multicarrier modulation, Redundancy via zero padding and cyclic prefix  Mathematical framework for OFDM and its extensions  Introduction to Wavelets and Multichannel filter banks Matlab-based computer exercises to gain understanding of multirate DSP concepts and applications."
263,noc24-ee23,Electrical and Electronics Engineering,Optical Fiber Sensors,Prof Balaji Srinivasan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",Content not found,https://onlinecourses.nptel.ac.in/noc21_ee40/preview,Introduction to Photonics (preferable),"Optical Fiber Sensors is intended as a senior undergraduate / graduate level course that introduces the different types of optical sensor technologies and their applications in metrology, navigation, and structural health monitoring"
