CourseName,Tokens
Physical And Electrochemical Characterizations In Chemical Engineering,physic and electrochem character in chemic engineeringinform on the variou properti of materi are the key to unlock and analyz their suitabl for variou futurist applications. the cours physic and electrochem character in chemic engin aim to address these aspect fundament and practic in the field of chemic engin and alli disciplines. the studi span dure the cours includ the fundament principl of variou instrument techniqu which includ spectroscopi surfac and electrochem character and mechan stability. upon success complet of the cours student are expect to be convers with variou character techniqu includ character of bio/nanostructur and nano/bio/smart materials. they are expect to becom compet in carri out analysi on the structur thermal chemic and mechan properti of materials. elementari chemistrymost of the industri doe util these tool to character materi whether in electron chemic or pharmaceut industri for character and confirm the final product to specif standards. henc the knowledg of these will be help for outgo undergradu and postgradu for better employ opportunities.intend audienc â undergradu and postgradu from differ disciplin relat to chemic engin mechan engin metallurg engin chemistri and physic
Physico-chemical processes for wastewater treatment,physico-chem process for wastewat treatmentthi cours is essenti for engin consid the expect of the industri for wastewat pollut control in their premis to compli with newer and more stringent law and act that are be enforc in india and globally. thi cours introduc the principl and physicochem method to control wastewat pollution. the cours will be present in a logic manner with sever numer problem and case studi so that the student may adequ understand the subject and appli the knowledg after their graduat in industri and higher studies. the topic to be cover includ but not limit to physic treatment pre-treat solid remov by set and sediment aerat filtrat centrifug coagul and flocculation; adsorpt and ion-exchange; membran processes; advanc oxid processes.no prerequisitenil.intend audienceâ undergradu postgradu and ph.d. student of environment engin chemic engin and civil engineering.
Polymer Reaction Engineering,polym reaction engineeringth cours provid a complet overview of current and futur aspect in polym engineering. the finish polym product properti are usual determin dure the product process and henc it veri essenti to understand all the fundament and chemistri behind the polymer process. variou term such as reaction initi propag termin reaction kinet thermal kinet molecular weight and physic featur such as microstructur morpholog tensil and fractur strength etc. will be discuss in thi course. the gener polymer concept principl kinet and methodolog will be discuss through variou examples. the cours will be help for polym and chemic engin student and industri for the advanc in the concept relat to polym reaction engineering.no prerequisitecont not found
Thermodynamics Of Fluid Phase Equilibria,thermodynam of fluid phase equilibriath goal of thi cours to introduc molecular thermodynam as a practic tool for engin applications. in particular the cours would present the first year graduat student or senior undergradu student a broad introduct to the thermodynam of phase equilibria typic encount in design chemic product and processes. the cours is suitabl for those student who have complet their cours in undergradu thermodynamics. it would be further use if the student ha also done the first undergradu cours on chemic engin thermodynamics. an introduct cours on thermodynamicsal engin base industri
Waste to Energy Conversion,wast to energi conversionth cours deal with the product of energi from differ type of wast through thermal biolog and chemic routes. it is intend to help the young scientif profession to keep their knowledg upgrad with the current thought and newer technolog option along with their advanc in the field of the util of differ type of wast for energi production. it is a elect cours for pg and ug with hon.nil
Advanced Thermodynamics,advanc thermodynamicsin ani chemic process often one encount interact between phase where transfer of speci take place from one phase to other. that is there exist sever situat of vapor-liquid liquid-liquid vapor-liquid-liquid solid-liquid equilibria in chemic engin processes. often these situat are dealt with assumpt of ideal behavior and binari system but in realiti non-id and multicompon mixtur exist and accordingli one ha to deal with such situations. thi cours offer step-by-step understand of requir thermodynam properti to handl such equilibrium case and explor possibl way of solv problem associ with non-id in vle lle vlle and sle for multicompon mixtures.ug level thermodynam courseoil and ga industri chemic industri polym industri biochem industri
Modeling Stochastic phenomena for Engineering applications Part-1,model stochast phenomena for engin applic part-1mechan deal with determinist law to describ phenomena. howev the real world is replet with exampl involv randomness. brownian motion chemic reaction pandem propag eco-dynam materi aggreg nucleat weather and climat market fluctuat are some of the exampl where random play a key role. while the classic probabl theori deal with characteris the random event i.e. how to describ outcom what are the distribut etc it doe not deal with dynam evolut of these probabilities. in contrast stochast process deal with the tempor evolut of the outcom of random events. in these lectur we learn how to choos the variabl how to formul the problem what underli assumpt are to be made and how best one can extract use inform in evolv probabilist systems. we explor these aspect from an engin rather than a from formal theoret perspect by limit ourselv to physic systems. probabl theori integr transform differenti equat mathemat methodsresearch organ such as barc igcar
Applied Statistical Thermodynamics,appli statist thermodynamicswith the current emphasi on nano- and biotechnolog descript at the molecular level can be use to creat effect predict in chemic engin and physic chemistry. classic thermodynam can be use to relat heat and work and to describ variou process includ phase behaviour chemic reaction equilibria and flow on chang of state but it hardli acknowledg the exist of molecules. thi inform can also be obtain by statist thermodynam which begin with a descript of individu molecules. a molecular-level descript and statist thermodynam help us to gain use insights. in thi cours onli equilibrium properti not dynam or kinet properti such as the kinet theori of gase or liquid are examined; thu the term statist thermodynam is use rather than the more comprehens statist mechanics.thermodynam at undergradu levelthi shall be use for those industri personnel who are use comput simul techniqu for analyz the trajectori of the compounds. thi is true for pharmaceut and biotech compani as they frequent use these techniqu where the basic lie in the statist thermodynam concepts.
Characterization of Polymers Elastomers and Composites,character of polym elastom and compositesintroductori modul will encompass the fundament on molecular and mesoscal organ of polym and composites. the cours embodi chemic analysi identif of polym addit elastom and composit as per indian and intern standards. spectroscop techniqu includ ir uv nmr theori principl and applic to polym elastom blend composit and addit will be deliberated. thermal analysi techniqu includ tga dsc dma deta will be elabor in light of life predict degrad kinet thermal paramet as well for revers engineering. applic of x-ray diffract techniqu wax and sax will be covered. surfac character e.g. xp sim and mass spectroscopi will be covered. a detail applic of microscopi includ optic sem tem and afm will be elabor along with case studies.for student high school knowledg in chemistri physic and mathemat are required. for r&d person ug or pg degre in ani of the mention subject as mention earliertata steel r&d relianc tata chemic irmra ceat tyre jk tyre apollo tyre tata jamshedpur asian paint pidilit industri michelin tyre alp oversea bkt ralson himadri chemic philip carbon birla carbon madhu silica evonik moment saint gobain alli defens laboratori of govt. of india
Matlab Programming for Numerical Computation,matlab program for numer computationmatlab is a popular languag for numer computation. thi cours introduc student to matlab program and demonstr it use for scientif computations. the basi of comput techniqu are expound through variou code exampl and problem and practic way to use matlab will be discussed.th student for thi cours are expect to know basic of linear algebra and calculus. these are cover in introductori math cours for engin typic done in first year.thi is intend to be practic laboratori course. some prior background in program will be use though not required. likewis student who have either complet or are current do numer methods / comput techniques will find it easier to follow thi course. nill
Photonic integrated circuit,photon integr circuitthi is a graduate-level cours for those who are interest in lightwave/photon circuits. the cours introduc essenti concept requir to understand the oper of variou integr photon compon and draw a parallel with bulk components. thi cours will cover theori design fabric and applic aspect of photon materi and devices. in addit to lectur a select of demonstr of devic fabric and characteris will be presented.introduct to photonicscont not found
Electronics Enclosures Thermal issues,electron enclosur thermal issueselectron design is understood as analysi and implement at variou level from larg system instal to chip design. one of the aspect is failur due to temperatur effect is constantli under study. theori of heat transfer ha been understood and explain way back in 1700. rigor and precis ha result in seemingli complic equations.12th standardelectron and mechan involv in enclosur design
Electronics equipment integration and Prototype building,electron equip integr and prototyp buildingthi cours teach registr on how to make a work prototyp of electron equipment.typ most cours have a project component. beyond demonstr function at a breadboard level convert it to a viabl physic model is not cover in lab at ug level.attempt will be made to layout a system and final make draw that can be use for fabric in a workshop. compon select layout and assembl will be demonstrated. final to make a work physic prototype.bas electronics. basic engin drawingindustri should suggest suitabl to their traine
Fundamental of Power Electronics,fundament of power electronicsth cours introduc basic of power electron devic and converters. work principl oper mode and analysi of ac-dc and dc-dc convert will be cover in detail. a flavour of dc-ac invert will be introduc at the end of the course. thi cours use spice simul as a mean for understand and gain more insight into the circuits. control of power electron convert will be explained. electr and electron circuit network theori and basic of semiconductor physics.al industri directli or indirectli use power electron technolog may find the cours relevant.
Integrated Circuits Mosfets OP-Amps and their Applications,integr circuit mosfet op-amp and their applicationsthi cours is a design-ori cours aim at understand fabric paramet and specif of integr circuit mosfet op-amp as well as their applic in the analog domain.b.tech./b.e./m.sc. and m.tech./m.e.nil
A brief introduction of Micro - Sensors,a brief introduct of micro - sensorsmain object of thi cours is to introduc student to micro- and nano-scal devices. after success complet thi short cours student will have an idea about mem and nem devic and their applications. they will know how to design analyz and character a micro or nano system. they will also have an idea about mem fabrication.bas physic electron and mechanicscont not found
Advanced topics in Wireless Communication (Hindi),advanc topic in wireless commun (hindi)thi cours will provid an advanc level understand of a wireless commun system. start with the overview of wireless system and standard the student will studi the fundament capac limit of wireless channel along with transmiss strategi to maxim the theoret capac the cours will also cover fundament code techniqu such as block convolut and trelli code for wireless channel and will also touch upon the recent develop in concaten turbo and ldpc codes. the student will also learn the benefit of appli adapt modul and code strategi in wireless channel to enabl robust and spectral effici communication. thi cours will also introduc student to mimo commun and space time block code which will be follow by multius system and networks. final the cours will share insight and possibl technolog for the next gener of wireless commun systems.mandatori 1. principl of signal and system 2. principl of commun system 3. fundament of wireless commun desir 4.matlab codingin gener ani company/ industri work with wireless commun and cellular/ wi-fi technolog will recogn thi course. some exampl include1. cellular oper jio/airtel/ bsnl/aircel/vi2. cdot3. cisco/ ericsson/ nokia / arista network 4. qualcomm / samsung
Analog Ic Design,analog ic designthi cours will introduc advanc concept in analog circuit design specif relev to cmo ic design. it will cover circuit nois and mismatch their analysi and their impact on cmo opamp design. as prerequisit the student is expect to have undergon a cours on a basic circuit theori and analysi b signal and system and c mo analog circuits. at the end of thi cours the student should be abl to design and analyz sever type of cmo opamp at the transistor level.ug cours or equival on basic electr circuit signal and system analog circuitsnil
Circuit Analysis for Analog Designers,circuit analysi for analog designersth cours is intend to cover topic in circuit analysi that an analog design use on a daili basis. after a refresh and build background in linear-tim invari network it introduc aspir analog design to more advanc topic like inter-reciproc network analog filter nois analysi of circuit transmiss line and distribut circuit and the analysi of circuit with weak nonlinearities. anoth import topic which is not cover in thi cours due to pauciti of time is that of the studi of time-vari circuits. thi topic is cover in the cours ``introduct to time-vari electr networks also on nptelengin mathemat a basic cours on electr network analysi at the ug level signal and systems.compani engag in analog mixed-sign and rf design.
Control engineering,control engineeringthi cours shall introduc the fundament of model and control of linear time invari systems; primarili from the classic viewpoint of laplac transform and a brief emphasi on the state space formul as well. the cours will be use for student from major stream of engin to build foundat of time/frequ analysi of system as well as the feedback control of such systems. the 11th modul of the cours will cover a detail applic of filter design in the field of navig and human movement gait. student will be abl to design their veri own basic navig system use inerti sensor and microcontrollers. network and circuit basic engin mathematics. we suggest the nptel cours on network and system by dr.v.g.k.murti. content in lectur 1 -6 and 20-29 will be relev for thi course. ani industri into industri autom
Digital Signal Processing and its Applications,digit signal process and it applicationsth cours begin with a discuss on discret time signal and systems. thi is follow by an introduct of the z transform it properti and system theoret implications. the foundat of digit filter design and realiz are built up. practic problem with solut summari of each lectur and illustr explan of concept are all addit provid to enhanc learning. it would help if they have an exposur to signal and systems although thi is not a strict pre-requisite.cont not found
Foundations of Wavelets and Multirate Digital Signal Processing,foundat of wavelet and multir digit signal processingth word 'wavelet' refer to a littl wave. wavelet are function design to be consider local in both time and frequenc domains. there are mani practic situat in which one need to analyz the signal simultan in both the time and frequenc domain for exampl in audio process imag enhanc analysi and process geophys and in biomed engineering. such analysi requir the engin and research to deal with such function that have an inher abil to local as much as possibl in the two domain simultaneously. exposur to signal and system some basic engin mathematicscont not found
Linear Dynamical Systems,linear dynam systemslinear system is the cornerston of control theori and a prerequisit subject for almost all advanc level graduat cours in thi area. the aim of thi cours is to take a begin student with some prior exposur to elementari transform and linear algebra through a motiv and integr develop of the fuller perspect of the linear system theory. thi cours will also strengthen the basic logic argument behind mathemat proofs.ug control system basic of linear algebracont not found
Microwave Integrated Circuits,microwav integr circuitsmicrowav integr circuit is a cours design for introduc the field of microwav engin to student engin and academics. sinc at microwav frequenc the distribut circuit effect becom veri promin new circuit theori base on maxwell' law have to be introduced. further new circuit design techniqu as well as new circuit element are also introduced. the first part of the cours deal with the basic of theory. in the later part the design of variou microwav devic like coupler circul filter and amplifi are introduced.bas of network theorynil
Modern Computer Vision,modern comput visionthi cours explor both classic and deep learning-bas approach to comput vision. start from introduct to deep learn it goe on to discuss tradit approach as well as deep network for a varieti of vision task includ low-level vision 3d geometri mid-level vision and high-level vision. familiar with imag process linear algebra and probabl is desir but is not a must.googl amazon facebook qualcomm ti kla-tencor siemen ge philip etc
Multirate DSP,multir dspthe key featur of thi cours includ the follow topics an in-depth understand of sampl reconstruct sampl rate convers use multir build block  applic of multir dsp  filter design filterbank transmultiplex delta-sigma a/d  mathemat framework for perfect reconstruct filter banks achiev capac in wireless channel motiv for multicarri modul redund via zero pad and cyclic prefix  mathemat framework for ofdm and it extens  introduct to wavelet and multichannel filter banks matlab-bas comput exercis to gain understand of multir dsp concept and applications.bas cours in digit signal processingltexa instrument qualcomm broadcomm jasmin infotech samsung sasken intel motorola ittiam redpineâ¦ compani develop product base on dsp (audio speech process imag process biomed and other areas)
Optical Fiber Sensors,optic fiber sensorsopt fiber sensor is intend as a senior undergradu / graduat level cours that introduc the differ type of optic sensor technolog and their applic in metrolog navig and structur health monitoringintroduct to photon preferablecont not found
Power Management Integrated Circuits,power manag integr circuitsthi cours is intend to develop understand of whi power manag circuit are need in a vlsi system what are the differ compon of a power manag system with focu on voltag regulators. by the end of thi cours student should be abl to understand the concept behind power manag circuit and design a linear ldo and switch regul dc-dc convert for a given specif use behavior and circuit level simulators. analog circuit or equival or industri experi in analog circuit designqualcomm texa instrument intel sankalp semiconductor nxp semiconductor st microelectron samsung microchip on semiconductor infineon renesa analog devic
Principles of Digital Communication,principl of digit communicationdigit commun is a fundament cours in the electron and commun stream.th object of thi cours is to introduc the basic principl that underli the analysi and success design of a digit commun system. digit commun system have been use in all modern commun systems. emphasi is place on understand system design goal and to optim the tradeoff among basic system paramet such as signal-to-nois ratio bandwidth etc.bas idea of signal and system and probabl theorytelecommun industri e.g. qualcomm ericson huawei
CMOS Digital VLSI Design,cmo digit vlsi designthi cours bring circuit and system level view on design on the same platform. the cours start with basic devic understand and then deal with complex digit circuit keep in mind the current trend in technology. the cours follow a design perspect start from basic specif and end with system level blocks. eight assign are provid which will add/help in understand the cours in a better manner both at conceptu as well as hands-on level.a basic cours of semiconductor devic and digit electronics. a cours on comput organ will be quit helpful.cad synopsi st microelectron nxp semiconductor scl chandigarh
EV - Vehicle Dynamics and Electric Motor Drives,ev - vehicl dynam and electr motor drivesthi cours will be a first level cours on electr vehicle. student will be abl to understand the oper of batteri driven electr vehicle. the cours will start with introduct section which will enabl the student to understand the focu area that come under the umbrella of electr vehicles. then the cours will start cover thi focu area one by one such as vehicl dynam motor power electron pwm control etc. the most import part of thi cours will be that each topic will bean analyz and demonstr through matlab simulink so that the grip of the subject will be strong and the knowledg acquir will be useabl in real time applications.b electricalcont not found
Electromagnetic Waves in Guided and Wireless Media,electromagnet wave in guid and wireless mediaa thorough understand of propag and radiat of electromagnet wave in both wire and wireless media is import in mani field such as microwav and rf engin antenna wireless commun and fiber-optics. in thi cours we discuss guid electromagnet wave propag in transmiss line and metal waveguid light propag in optic waveguid fiber and free-space. in the final part of the cours we cover basic concept of antenna and channel model for wireless communications. pre-requisit includ familiar with vector analysi and vector calculu electrostat and magnetostatics. assign includ both conceptu and comput problemsvector analysi electrostat and magnetostaticsof interest to all compani that deal with electromagnet wave and wireless communications. in addit drdo isro etc will valu the cours
Fuzzy Sets Logic and Systems & Applications,fuzzi set logic and system & applicationsth cours is design to give a solid ground of fundament concept of fuzzi logic and it applications. the level of the cours is chosen to be such that all student aspir to be a part of comput intellig directli or indirectli in near futur should get these concepts.nilnil
Optimal control,optim controlth optim techniqu can be use in differ way depend on the approach algebra or geometr the interest singl or multipl the natur of the signal determinist or stochast and the stage singl or multiple. the main object of optim control is to determin control signal that will caus a process plant to satisfi some physic constraint and at the same time extrem maxim or minim a chosen perform criterion perform index or cost function. advanc control system.cont not found
Power Quality Improvement Technique,power qualiti improv techniqueth power qualiti of modern power distribut system is vulgar due to the increas use of distribut sourc adjust speed drive nonlinear load and unbalanc load. the main challeng in the distribut system is the mitig of power qualiti problem produc by load disturb and suppli disturb [1] [2]. it can be mitig by passiv filter as well as activ filters. the passiv filter are econom cheap but their perform is poor compar to the activ power filter [2]. henc activ power filter are prefer in the modern power systempow electronicsabb ge statcon energeia cesc ntpc nhpc all state electr suppli board aai
Smart Grid Basics to Advanced Technologies,smart grid basic to advanc technologiesthi cours cover the fundament aspect of the smart grid and it applic to the exist power system. it introduc state-of-the-art smart grid technolog like electr vehicl ac/dc microgrid energi storag phasor measur unit cyber secur etc. in addit the cours talk about the trend model plan oper and control of energi storag technologies. further it discuss the architectur oper and control strategi of ac dc and hybrid ac-dc microgrids. thi cours also emphas on renew energi sourc integr into the present grid and microgrid and further explor it oper analysi manag control protect and monitor issues. the laboratory-scal demonstr have been provid to valid a few concept cover in thi coursebas understand of power system and power electron engineeringst power transmiss and distribut compani discom transco power grid â privat sector abb â schneider siemen etc.
Computer Vision And Image Processing - Fundamentals And Applications,comput vision and imag process - fundament and applicationsth intent of thi cours is to familiar the student to explain the fundament concepts/issu of comput vision and imag process and major approach that address them. thi cours provid an introduct to comput vision includ imag acquisit and imag format model radiometr model of imag format imag format in the camera imag process concept concept of featur extract and select for pattern classification/recognit and advanc concept like motion estim and track imag classif scene understand object classif and track imag fusion and imag registr etc. basic co-ordin geometri matrix algebra linear algebra and random process.cont not found
Design Of Power Electronic Converters,design of power electron convertersundergradu level cours on power electron teach differ power convert circuit and method to analyz them. but all job relat to power electron need good knowledg of design hardware. proper hardwar design in power electron involv knowledg of sever topic which are beyond the scope of a core cours in power electronics. thi cours intend to fill thi gap. in thi cours student will learn the import concept need to design proper power electron hardwar simul tool proper design of power pcb design magnet reduc electromagnet interfer etc. by the end of cours student should be abl to design and test ani power electron convert on their own. introductori cours on power electronics.compani involv in power electron product design and it applic
Operation And Planning Of Power Distribution Systems,oper and plan of power distribut systemsdu to the incept of variou autom technolog and integr of distribut energi resourc the electr power distribut system are slowli transform into smart and activ networks. thi cours will provid an overview of modern power distribut systems. the cours will start with the discuss of differ compon and layout of power distribut system load model differ reliabl assess techniqu and differ plan approaches. the convent reactiv power compens techniqu will also be covered. then the impact of distribut gener on distribut system will be discussed. model of differ type of distribut gener unit and storag will also be discussed. final the evolut of distribut system toward smart network will be covered. basic electr engin electr power system cours will be use for ani public/priv distribut compani (discom) for exampl tata power relianc power cesc all the state own discom etc.
Transmission lines and electromagnetic waves,transmiss line and electromagnet wavesbridg cours to practic aspect of engin electromagnet for enter graduat student and senior undergradu students. the cours will involv hand on program to visual most aspect of electromagnet and transmiss lines.nilbel isro comsol hfss
Multi-Criteria Decision Making and Applications,multi-criteria decis make and applicationsin all domain of multipl level decis make consid numer altern and conflict criterion it becom imper for the decis maker dm/set of decis maker dm to come up with the best solution. idea of multi criteria decis make mcdm compris of multi object optim moo and multi attribut decis make madm help dm to make ration as well mathemat well ground decis to solv these set of problems. in mani case when stake are high and one ha non-commensur unit of measur as well multipl conflict object mcdm definit aid better decis making. thi cours will benefit student in their master and doctor program and work in a varieti of area like engin electr mechan civil chemic etc. mathemat & statist multipl bayesian decis make econom manag scm quantit financ etc. to tackl and solv interest problem both from theoret as well as practic view points.btech/bsc statist 2. btech/bsc oper research1. automobile2. steel3. cement4. manufactur and advanc manufacturing5. logist in all field of industri as well as servic
An Introduction to Urban Ecological Heritage Theories and Applications,an introduct to urban ecolog heritag theori and applicationsfor a long period of time citi were consid antithet to nature. while citi impli build bridg and urban infrastructur and urban heritag signifi preserv of histor architectur ecolog consist of forest pastur land wetland waterbodi etc. it is onli recent that there is a greater awar that citi and natur are inher interconnect to each other and the protect of the latter ensur urban sustain and resilience. thi provok us to think about urban ecolog heritage  enabl us to expand our percept about citi natur and heritag  and their inevit intersections. thi idea is also root in sdg 11.4 that call for safeguard the world natural-cultur heritag  await investig and analys within particular citi of the world  especi the global south dot with multipl challeng includ ecolog degrad due to unhind urban sprawl. within thi contemporari context thi cours will familiar particip to theori and applic of urban ecolog heritag by discuss global convent on urban heritag and the recent advanc to includ natural-cultur components. use first-hand case studi from urban ecolog of two indian metropolitan citi the cours will lay out whi and how transdisciplinari involv and action can facilit sustain develop goal gear to reviv and rejuven the urban by address core issu of ecolog resili in recent times. thi is a uniqu nptel mooc sponsor by the global center of spatial method for urban sustain where along with classroom studio lectur live interview and videocast from the case studi site will expos particip to real life scenario motiv them to engag in long-term research and practic action in thi emerg domain. student research practition govern agenc heritag activist environmentalist right-bas think tank etc. across global scaleswith the swayam nptel as the launch platform and smu tu-berlin activ dissemin thi cours it ha good potenti to attract attent of transdisciplinari sector work on critic heritag issu and at the environment-develop interface.
Vulnerability Studies An Introduction,vulner studi an introductionthi cours is an elect for ug and pg student across the human and social scienc includ literari studi cultur studi and media studies. it aim to introduc the student to basic concept in vulner studi an emerg discipline. it introduc theori of precarity/vulner resist resili and others. it then turn to specif form and domain of vulner from will vulner in extrem sport to age and childhood-rel vulnerabilities. each of these will be illustr through exampl from literari and popular text includ film graphic novel visual images. there will be group discuss and guest lectur for certain compon of the course.undergrad and postgrad students.cont not found
Pulmonary Function tests - Interpretation and application in clinical practice,pulmonari function test - interpret and applic in clinic practicein the current era accur interpret of ani diagnost test is mandatori to clinic competence. thi cours on pulmonari function test  interpret and applic in clinic practic would benefit ani health worker in interpret and diagnos variou lung alterations. spirometri is one of the most commonli test pulmonari function and an easi to use bedsid diagnost tool. thi 4-week cours will give you the detail start from the physiolog concept of pulmonari function to the clinic diseas and the diagnost modal of pulmonari function. the object of the propos cours is to improv the knowledg of the intend audienc regard pft not skill building.mbb md/m phd bd bsc nurs bsc alli health scienc student who are pursu or have complet basic scienceshealth care center and hospit medic dental paramed colleg â nation and intern research centr â nation and intern
Basic Certificate in Palliative Care,basic certif in palli careth basic certif in palli care is an advanc cours in palli care. the cours contain the basic inform about palli care pain manag symptom manag and a detail inform about psycho-soci and spiritu aspect of palli care. the cours will enhanc the knowledg about the variou govern program for palli care ndp rule 2025 and model of palli care in practice. the cours will complimentari to practic of all healthcar profession includ doctor ayush doctor nurs paramed staff psychologist social worker paid & unpaid caregiv and volunt work in healthcare. the cours ha practic approach to care of patient suffer from prolong ill who need compassion care and better qualiti of life to live with the diseas or disability. the certif will be consid for palli care servic a specialist servic for patient of life limit illnesses.sschospit / nurs home / privat clinic / ngo / home care servic
NBA Accreditation and Teaching and learning in Engineering (NATE),nba accredit and teach and learn in engin (nate)th qualiti of teach and learn in engin ha come to be an import issu in india to all stakehold includ teacher student parent manag univers aict nba and industri especi after the introduct of new accredit process introduc by nba in 2015. the qualiti of learn of the graduat engin determin the qualiti of their placements. while there wa signific research in the last few decad in our understand of how peopl learn there have not been mani intersect of thi knowledg with the instruct practic at institut of higher learning. the domin instruct method still remain lecturing. industri regulatori bodi and accredit agenc in india want the engin graduat to attain a set of program outcom knowledg skill and attitud which are disciplin agnost and a set of program specif outcom identifi by the depart offer the program. the curriculum of a program decid the natur of learn experi includ the cours project internship and co-curricular and extra-curricular activities. degre in engineeringeduc institut corpor train
Teaching And Learning in Engineering (TALE),teach and learn in engin (tale)th qualiti of teach and learn in engin tale ha come to be an import issu in india to all stakehold includ teacher student parent manag univers aict nba and industry. the qualiti of learn of the graduat engin determin the qualiti of their placements. while there ha been signific increas in the last few decad in our understand of how peopl learn there ha not been much intersect of thi knowledg with the instruct practic at institut of higher learning. the domin instruct method still remain lecturing. industri regulatori bodi and accredit agenc in india want the engin graduat attain a set of program outcom knowledg skill and attitud which are disciplin agnost and a set of program specif outcom identifi by the depart offer the program. the curriculum of a program decid the natur of learn experi includ the cours project internship and co-curricular and extra-curricular activities.th focu on student attain a certain set of outcom requir a shift from teacher centric approach to student centric instruction. while good teacher in ani era or in ani part of the world were and are alway student centric in their approach the process of design and conduct a cours remain inform in nature. the context of instruct includ qualiti and background of student teacher expertis physic environ and the system in which instruct take place avail resourc regulatori and accredit mechan and assess and evalu mechan are extrem varied. there is no uniqu method that lead to good learn in all contexts. the cours tale address mani of the common issu of teach and learn in engin in the indian context and tri to provid a complet solut to a teacher to the process of design and conduct of an engin cours leav all the academ freedom he/sh want to have. while at some place the solut appear to be specif they can be treat as exampl and altern solut can be work out by the teacher. tale is present as a set of four modul with each modul have about 20 half-hour units. thi cours will be use to all teacher of higher educ institut offer undergradu program in engineering.degre in engineeringeduc institut corpor train
Basic Course in Ornithology,basic cours in ornithologyth cours intend to introduc student to the scientif studi of bird ornithology. it cover basic of a rang of topic like bird anatomi physiolog taxonomi behaviour conservation. it is ideal for student pursu their bachelor and master degre in life scienc and for those who want to explor ornitholog as a career option. it is also use for birdwatch and other enthusiast from among the larger public who wish to deepen their understand and appreci of birds. particip should have complet at least the first year of undergradu degreeindustri that will valu thi cours includ 1. agricultur 2. forestri 3. wildlif and biodivers conserv 4. sustain divis of ani industri
Biophotonics,biophotonicsbiophoton is a multidisciplinari field where light-bas technolog are util to reveal biolog mechan and diagnos sever diseas along with find their treatments. thi cours introduc the basic of biolog and photon and provid the most relev and import applic from chemistri biolog and medicine. for exampl it includ how to detect and identifi new virus such as the coronaviru and how to measur neural activ in live mouse. no specif prior knowledg is requir to take the course; howev basic knowledg of optic physic will be useful.non but basic knowledg of optic physic will be usefulcont not found
Designing Learner-Centric MOOCs,design learner-centr moocsmass open onlin cours mooc have becom a popular avenu for divers learner to upgrad their knowledg and skills. instructor who are new to creat mooc tend to focu on the use of technolog featur to mimic their classroom actions. while it is necessari to be awar of the technolog afford it is more import to focu on the pedagogi of how to use the mooc featur effect to foster student engag and learning. henc mooc instructor need a set of design principl and guidelin to creat a learner-centr moocnilcompani creat onlin courses. l&d (training) divis in compani across variou sector
Effective Engineering Teaching In Practice,effect engin teach in practicetradit teacher are not train to teach profession courses. thu they learn even the essenti principl of teach through experi on the job. thi lead to a less than satisfactori in-class learn experi for most student in mani cours except if the teacher ha a natur orient to teaching. thi cours is aim to introduc the essenti of facilit of student learn teaching in an interest way to ani teacher of profession cours with a special focu on engineering. further educ is a vast old area of research with rigor evidence-bas knowledg that is use for the facilit of learning. howev the knowledg is not in an easili access form for teacher without experi in educ research. thi cours also aim to begin bridg that gap by appropri introduc research in educ to engin teachers.nilani industri or start-up interest in education.
Engineering Statistics,engin statisticsw have to deal with data all the time and it ha to be analyz in a systemat way to extract information. thi cours introduc all basic concept in statist and prepar one to use statist in mani engin applications. sound knowledg of statist is import to develop good machin learn and artifici algorithms. thi cours will also focu give exposur variou statist tool avail in python.bas probabilitythi is a basic cours and will be recogn by all
Entrepreneurship Essentials,entrepreneurship essentialsth cours provid foundat knowledg on variou aspect of entrepreneuri ventur creation and manag dure it life-cycle. it ha been design to address multidisciplinari audiences. the object of the cours is to teach key issu face by entrepreneur and manag at differ stage of the life-cycl of an enterpris and is relev both for aspir entrepreneur and for decis maker in establish enterprises. topic can be classifi in some major theme such as make a choic to creat an entrepreneuri ventur current trend of technolog entrepreneurship how to start a start-up identifi opportun factor drive competit advantag organiz structur basic knowledg of financi statement and project report introductori knowledg on market manag human resourc manag & strateg manag risk analysi legal aspect of busi how to rais fund dure life-cycl of a new ventures.nilal start-up compani in emerg technolog domain compani adopt âcorpor entrepreneurshipâ profession manag compani
Foundation Certificate In Palliative Care,foundat certif in palli carethi cours aim to build strong foundat of those who wish to provid holist palli care to the patient in earli as well as advanc cours of diseas so as to improv their qualiti of life. foundat certif in palli care is list in the intern directori of the palli care cours of iahpc which will offer 1 year free membership to our student worth usd 37.5.ssc 10th stdhospit / nurs home / privat clinic / ngo / home care services/ healthcar (institut industri services)
Fuzzy Logic And Neural Networks,fuzzi logic and neural networksthi cours will start with a brief introduct to fuzzi sets. the differ between fuzzi set and crisp set will be identified. variou term use in the fuzzi set and the grammar of fuzzi set will be discuss in detail with the help of some numer examples. the work principl of two most popular applic of fuzzi set name fuzzi reason and fuzzi cluster will be explain and numer exampl will be solved. fundament of neural network and variou learn method will then be discussed. the principl of multi-lay feed forward neural network radial basi function network self-organ map counter-propag neural network recurr neural network deep learn neural network will be explain with appropri numer examples. the method of evolv optim fuzzi reason tool neural network will be discuss with the help of some numer examples. two popular neuro-fuzzi system will be explain and numer exampl will be solved. a summari of the cours will be given at the end.nilcont
