CourseName,Tokens
"Analog,Ic,Design",analog ic designthi cours introduc advanc concept analog circuit design specif relev cmo ic design. cover circuit nois mismatch analysi impact cmo opamp design. prerequisit student expect undergon cours basic circuit theori analysi b signal system c mo analog circuits. end thi cours student abl design analyz sever type cmo opamp transistor level.ug cours equival basic electr circuit signal system analog circuitsnillelectr electron engin
"Circuit,Analysis,for,Analog,Designers",circuit analysi analog designersth cours intend cover topic circuit analysi analog design use daili basis. refresh build background linear-tim invari network introduc aspir analog design advanc topic like inter-reciproc network analog filter nois analysi circuit transmiss line distribut circuit analysi circuit weak nonlinearities. anoth import topic cover thi cours due pauciti time studi time-vari circuits. thi topic cover cours ``introduct time-vari electr networks also nptelengin mathemat basic cours electr network analysi ug level signal systems.compani engag analog mixed-sign rf design.electr electron engin
"Control,engineering",control engineeringthi cours shall introduc fundament model control linear time invari systems; primarili classic viewpoint laplac transform brief emphasi state space formul well. cours use student major stream engin build foundat time/frequ analysi system well feedback control systems. 11th modul cours cover detail applic filter design field navig human movement gait. student abl design veri basic navig system use inerti sensor microcontrollers. network circuit basic engin mathematics. suggest nptel cours network system dr.v.g.k.murti. content lectur 1 -6 20-29 relev thi course. ani industri industri automationelectr electron engin
"Digital,Signal,Processing,and,its,Applications",digit signal process applicationsth cours begin discuss discret time signal systems. thi follow introduct z transform properti system theoret implications. foundat digit filter design realiz built up. practic problem solut summari lectur illustr explan concept addit provid enhanc learning. would help exposur signal systems although thi strict pre-requisite.cont foundelectr electron engin
"Foundations,of,Wavelets,and,Multirate,Digital,Signal,Processing",foundat wavelet multir digit signal processingth word 'wavelet' refer littl wave. wavelet function design consider local time frequenc domains. mani practic situat one need analyz signal simultan time frequenc domain exampl audio process imag enhanc analysi process geophys biomed engineering. analysi requir engin research deal function inher abil local much possibl two domain simultaneously. exposur signal system basic engin mathematicscont foundelectr electron engin
"Linear,Dynamical,Systems",linear dynam systemslinear system cornerston control theori prerequisit subject almost advanc level graduat cours thi area. aim thi cours take begin student prior exposur elementari transform linear algebra motiv integr develop fuller perspect linear system theory. thi cours also strengthen basic logic argument behind mathemat proofs.ug control system basic linear algebracont foundelectr electron engin
"Microwave,Integrated,Circuits",microwav integr circuitsmicrowav integr circuit cours design introduc field microwav engin student engin academics. sinc microwav frequenc distribut circuit effect becom veri promin new circuit theori base maxwell' law introduced. new circuit design techniqu well new circuit element also introduced. first part cours deal basic theory. later part design variou microwav devic like coupler circul filter amplifi introduced.bas network theorynilelectr electron engin
"Modern,Computer,Vision",modern comput visionthi cours explor classic deep learning-bas approach comput vision. start introduct deep learn goe discuss tradit approach well deep network varieti vision task includ low-level vision 3d geometri mid-level vision high-level vision. familiar imag process linear algebra probabl desir must.googl amazon facebook qualcomm ti kla-tencor siemen ge philip etcelectr electron engin
"Multirate,DSP",multir dspthe key featur thi cours includ follow topics in-depth understand sampl reconstruct sampl rate convers use multir build block  applic multir dsp  filter design filterbank transmultiplex delta-sigma a/d  mathemat framework perfect reconstruct filter banks achiev capac wireless channel motiv multicarri modul redund via zero pad cyclic prefix  mathemat framework ofdm extens  introduct wavelet multichannel filter banks matlab-bas comput exercis gain understand multir dsp concept applications.bas cours digit signal processingltexa instrument qualcomm broadcomm jasmin infotech samsung sasken intel motorola ittiam redpineâ¦ compani develop product base dsp audio speech process imag process biomed areaselectr electron engin
"Optical,Fiber,Sensors",optic fiber sensorsopt fiber sensor intend senior undergradu / graduat level cours introduc differ type optic sensor technolog applic metrolog navig structur health monitoringintroduct photon preferablecont foundelectr electron engin
"Power,Management,Integrated,Circuits",power manag integr circuitsthi cours intend develop understand whi power manag circuit need vlsi system differ compon power manag system focu voltag regulators. end thi cours student abl understand concept behind power manag circuit design linear ldo switch regul dc-dc convert given specif use behavior circuit level simulators. analog circuit equival industri experi analog circuit designqualcomm texa instrument intel sankalp semiconductor nxp semiconductor st microelectron samsung microchip semiconductor infineon renesa analog deviceselectr electron engin
"Principles,of,Digital,Communication",principl digit communicationdigit commun fundament cours electron commun stream.th object thi cours introduc basic principl underli analysi success design digit commun system. digit commun system use modern commun systems. emphasi place understand system design goal optim tradeoff among basic system paramet signal-to-nois ratio bandwidth etc.bas idea signal system probabl theorytelecommun industri e.g. qualcomm ericson huaweielectr electron engin
"CMOS,Digital,VLSI,Design",cmo digit vlsi designthi cours bring circuit system level view design platform. cours start basic devic understand deal complex digit circuit keep mind current trend technology. cours follow design perspect start basic specif end system level blocks. eight assign provid add/help understand cours better manner conceptu well hands-on level.a basic cours semiconductor devic digit electronics. cours comput organ quit helpful.cad synopsi st microelectron nxp semiconductor scl chandigarhelectr electron engin
"EV,-,Vehicle,Dynamics,and,Electric,Motor,Drives",ev - vehicl dynam electr motor drivesthi cours first level cours electr vehicle. student abl understand oper batteri driven electr vehicle. cours start introduct section enabl student understand focu area come umbrella electr vehicles. cours start cover thi focu area one one vehicl dynam motor power electron pwm control etc. import part thi cours topic bean analyz demonstr matlab simulink grip subject strong knowledg acquir useabl real time applications.b electricalcont foundelectr electron engin
"Electromagnetic,Waves,in,Guided,and,Wireless,Media",electromagnet wave guid wireless mediaa thorough understand propag radiat electromagnet wave wire wireless media import mani field microwav rf engin antenna wireless commun fiber-optics. thi cours discuss guid electromagnet wave propag transmiss line metal waveguid light propag optic waveguid fiber free-space. final part cours cover basic concept antenna channel model wireless communications. pre-requisit includ familiar vector analysi vector calculu electrostat magnetostatics. assign includ conceptu comput problemsvector analysi electrostat magnetostaticsof interest compani deal electromagnet wave wireless communications. addit drdo isro etc valu courseelectr electron engin
"Fuzzy,Sets,Logic,and,Systems,&,Applications",fuzzi set logic system & applicationsth cours design give solid ground fundament concept fuzzi logic applications. level cours chosen student aspir part comput intellig directli indirectli near futur get concepts.nilnilelectr electron engin
"Optimal,control",optim controlth optim techniqu use differ way depend approach algebra geometr interest singl multipl natur signal determinist stochast stage singl multiple. main object optim control determin control signal caus process plant satisfi physic constraint time extrem maxim minim chosen perform criterion perform index cost function. advanc control system.cont foundelectr electron engin
"Power,Quality,Improvement,Technique",power qualiti improv techniqueth power qualiti modern power distribut system vulgar due increas use distribut sourc adjust speed drive nonlinear load unbalanc load. main challeng distribut system mitig power qualiti problem produc load disturb suppli disturb [1] [2]. mitig passiv filter well activ filters. passiv filter econom cheap perform poor compar activ power filter [2]. henc activ power filter prefer modern power systempow electronicsabb ge statcon energeia cesc ntpc nhpc state electr suppli board aaielectr electron engin
"Smart,Grid,Basics,to,Advanced,Technologies",smart grid basic advanc technologiesthi cours cover fundament aspect smart grid applic exist power system. introduc state-of-the-art smart grid technolog like electr vehicl ac/dc microgrid energi storag phasor measur unit cyber secur etc. addit cours talk trend model plan oper control energi storag technologies. discuss architectur oper control strategi ac dc hybrid ac-dc microgrids. thi cours also emphas renew energi sourc integr present grid microgrid explor oper analysi manag control protect monitor issues. laboratory-scal demonstr provid valid concept cover thi coursebas understand power system power electron engineeringst power transmiss distribut compani discom transco power grid â privat sector abb â schneider siemen etc.electr electron engin
"Computer,Vision,And,Image,Processing,-,Fundamentals,And,Applications",comput vision imag process - fundament applicationsth intent thi cours familiar student explain fundament concepts/issu comput vision imag process major approach address them. thi cours provid introduct comput vision includ imag acquisit imag format model radiometr model imag format imag format camera imag process concept concept featur extract select pattern classification/recognit advanc concept like motion estim track imag classif scene understand object classif track imag fusion imag registr etc. basic co-ordin geometri matrix algebra linear algebra random process.cont foundelectr electron engin
"Design,Of,Power,Electronic,Converters",design power electron convertersundergradu level cours power electron teach differ power convert circuit method analyz them. job relat power electron need good knowledg design hardware. proper hardwar design power electron involv knowledg sever topic beyond scope core cours power electronics. thi cours intend fill thi gap. thi cours student learn import concept need design proper power electron hardwar simul tool proper design power pcb design magnet reduc electromagnet interfer etc. end cours student abl design test ani power electron convert own. introductori cours power electronics.compani involv power electron product design applicationselectr electron engin
"Operation,And,Planning,Of,Power,Distribution,Systems",oper plan power distribut systemsdu incept variou autom technolog integr distribut energi resourc electr power distribut system slowli transform smart activ networks. thi cours provid overview modern power distribut systems. cours start discuss differ compon layout power distribut system load model differ reliabl assess techniqu differ plan approaches. convent reactiv power compens techniqu also covered. impact distribut gener distribut system discussed. model differ type distribut gener unit storag also discussed. final evolut distribut system toward smart network covered. basic electr engin electr power system cours use ani public/priv distribut compani discom exampl tata power relianc power cesc state discom etc.electr electron engin
"Transmission,lines,and,electromagnetic,waves",transmiss line electromagnet wavesbridg cours practic aspect engin electromagnet enter graduat student senior undergradu students. cours involv hand program visual aspect electromagnet transmiss lines.nilbel isro comsol hfsselectr electron engin
"Multi-Criteria,Decision,Making,and,Applications",multi-criteria decis make applicationsin domain multipl level decis make consid numer altern conflict criterion becom imper decis maker dm/set decis maker dm come best solution. idea multi criteria decis make mcdm compris multi object optim moo multi attribut decis make madm help dm make ration well mathemat well ground decis solv set problems. mani case stake high one ha non-commensur unit measur well multipl conflict object mcdm definit aid better decis making. thi cours benefit student master doctor program work varieti area like engin electr mechan civil chemic etc. mathemat & statist multipl bayesian decis make econom manag scm quantit financ etc. tackl solv interest problem theoret well practic view points.btech/bsc statist 2. btech/bsc oper research1. automobile2. steel3. cement4. manufactur advanc manufacturing5. logist field industri well servicesmultidisciplinari
"An,Introduction,to,Urban,Ecological,Heritage,Theories,and,Applications",introduct urban ecolog heritag theori applicationsfor long period time citi consid antithet nature. citi impli build bridg urban infrastructur urban heritag signifi preserv histor architectur ecolog consist forest pastur land wetland waterbodi etc. onli recent greater awar citi natur inher interconnect protect latter ensur urban sustain resilience. thi provok us think urban ecolog heritage  enabl us expand percept citi natur heritag  inevit intersections. thi idea also root sdg 11.4 call safeguard world natural-cultur heritag  await investig analys within particular citi world  especi global south dot multipl challeng includ ecolog degrad due unhind urban sprawl. within thi contemporari context thi cours familiar particip theori applic urban ecolog heritag discuss global convent urban heritag recent advanc includ natural-cultur components. use first-hand case studi urban ecolog two indian metropolitan citi cours lay whi transdisciplinari involv action facilit sustain develop goal gear reviv rejuven urban address core issu ecolog resili recent times. thi uniqu nptel mooc sponsor global center spatial method urban sustain along classroom studio lectur live interview videocast case studi site expos particip real life scenario motiv engag long-term research practic action thi emerg domain. student research practition govern agenc heritag activist environmentalist right-bas think tank etc. across global scaleswith swayam nptel launch platform smu tu-berlin activ dissemin thi cours ha good potenti attract attent transdisciplinari sector work critic heritag issu environment-develop interface.multidisciplinari
"Vulnerability,Studies,An,Introduction",vulner studi introductionthi cours elect ug pg student across human social scienc includ literari studi cultur studi media studies. aim introduc student basic concept vulner studi emerg discipline. introduc theori precarity/vulner resist resili others. turn specif form domain vulner vulner extrem sport age childhood-rel vulnerabilities. illustr exampl literari popular text includ film graphic novel visual images. group discuss guest lectur certain compon course.undergrad postgrad students.cont foundmultidisciplinari
"Pulmonary,Function,tests,-,Interpretation,and,application,in,clinical,practice",pulmonari function test - interpret applic clinic practicein current era accur interpret ani diagnost test mandatori clinic competence. thi cours pulmonari function test  interpret applic clinic practic would benefit ani health worker interpret diagnos variou lung alterations. spirometri one commonli test pulmonari function easi use bedsid diagnost tool. thi 4-week cours give detail start physiolog concept pulmonari function clinic diseas diagnost modal pulmonari function. object propos cours improv knowledg intend audienc regard pft skill building.mbb md/m phd bd bsc nurs bsc alli health scienc student pursu complet basic scienceshealth care center hospit medic dental paramed colleg â nation intern research centr â nation internationalmultidisciplinari
"Basic,Certificate,in,Palliative,Care",basic certif palli careth basic certif palli care advanc cours palli care. cours contain basic inform palli care pain manag symptom manag detail inform psycho-soci spiritu aspect palli care. cours enhanc knowledg variou govern program palli care ndp rule 2025 model palli care practice. cours complimentari practic healthcar profession includ doctor ayush doctor nurs paramed staff psychologist social worker paid & unpaid caregiv volunt work healthcare. cours ha practic approach care patient suffer prolong ill need compassion care better qualiti life live diseas disability. certif consid palli care servic specialist servic patient life limit illnesses.sschospit / nurs home / privat clinic / ngo / home care servicesmultidisciplinari
"NBA,Accreditation,and,Teaching,and,learning,in,Engineering,NATE",nba accredit teach learn engin nateth qualiti teach learn engin ha come import issu india stakehold includ teacher student parent manag univers aict nba industri especi introduct new accredit process introduc nba 2015. qualiti learn graduat engin determin qualiti placements. wa signific research last decad understand peopl learn mani intersect thi knowledg instruct practic institut higher learning. domin instruct method still remain lecturing. industri regulatori bodi accredit agenc india want engin graduat attain set program outcom knowledg skill attitud disciplin agnost set program specif outcom identifi depart offer program. curriculum program decid natur learn experi includ cours project internship co-curricular extra-curricular activities. degre engineeringeduc institut corpor trainingmultidisciplinari
"Teaching,And,Learning,in,Engineering,TALE",teach learn engin taleth qualiti teach learn engin tale ha come import issu india stakehold includ teacher student parent manag univers aict nba industry. qualiti learn graduat engin determin qualiti placements. ha signific increas last decad understand peopl learn ha much intersect thi knowledg instruct practic institut higher learning. domin instruct method still remain lecturing. industri regulatori bodi accredit agenc india want engin graduat attain set program outcom knowledg skill attitud disciplin agnost set program specif outcom identifi depart offer program. curriculum program decid natur learn experi includ cours project internship co-curricular extra-curricular activities.th focu student attain certain set outcom requir shift teacher centric approach student centric instruction. good teacher ani era ani part world alway student centric approach process design conduct cours remain inform nature. context instruct includ qualiti background student teacher expertis physic environ system instruct take place avail resourc regulatori accredit mechan assess evalu mechan extrem varied. uniqu method lead good learn contexts. cours tale address mani common issu teach learn engin indian context tri provid complet solut teacher process design conduct engin cours leav academ freedom he/sh want have. place solut appear specif treat exampl altern solut work teacher. tale present set four modul modul 20 half-hour units. thi cours use teacher higher educ institut offer undergradu program engineering.degre engineeringeduc institut corpor trainingmultidisciplinari
"Basic,Course,in,Ornithology",basic cours ornithologyth cours intend introduc student scientif studi bird ornithology. cover basic rang topic like bird anatomi physiolog taxonomi behaviour conservation. ideal student pursu bachelor master degre life scienc want explor ornitholog career option. also use birdwatch enthusiast among larger public wish deepen understand appreci birds. particip complet least first year undergradu degreeindustri valu thi cours includ 1. agricultur 2. forestri 3. wildlif biodivers conserv 4. sustain divis ani industrymultidisciplinari
Biophotonics,biophotonicsbiophoton multidisciplinari field light-bas technolog util reveal biolog mechan diagnos sever diseas along find treatments. thi cours introduc basic biolog photon provid relev import applic chemistri biolog medicine. exampl includ detect identifi new virus coronaviru measur neural activ live mouse. specif prior knowledg requir take course; howev basic knowledg optic physic useful.non basic knowledg optic physic usefulcont foundmultidisciplinari
"Designing,Learner-Centric,MOOCs",design learner-centr moocsmass open onlin cours mooc becom popular avenu divers learner upgrad knowledg skills. instructor new creat mooc tend focu use technolog featur mimic classroom actions. necessari awar technolog afford import focu pedagogi use mooc featur effect foster student engag learning. henc mooc instructor need set design principl guidelin creat learner-centr moocnilcompani creat onlin courses. l&d train divis compani across variou sectorsmultidisciplinari
"Effective,Engineering,Teaching,In,Practice",effect engin teach practicetradit teacher train teach profession courses. thu learn even essenti principl teach experi on job. thi lead less satisfactori in-class learn experi student mani cours except teacher ha natur orient teaching. thi cours aim introduc essenti facilit student learn teaching interest way ani teacher profession cours special focu engineering. educ vast old area research rigor evidence-bas knowledg use facilit learning. howev knowledg easili access form teacher without experi educ research. thi cours also aim begin bridg gap appropri introduc research educ engin teachers.nilani industri start-up interest education.multidisciplinari
"Engineering,Statistics",engin statisticsw deal data time ha analyz systemat way extract information. thi cours introduc basic concept statist prepar one use statist mani engin applications. sound knowledg statist import develop good machin learn artifici algorithms. thi cours also focu give exposur variou statist tool avail python.bas probabilitythi basic cours recogn allmultidisciplinari
"Entrepreneurship,Essentials",entrepreneurship essentialsth cours provid foundat knowledg variou aspect entrepreneuri ventur creation manag dure life-cycle. ha design address multidisciplinari audiences. object cours teach key issu face entrepreneur manag differ stage life-cycl enterpris relev aspir entrepreneur decis maker establish enterprises. topic classifi major theme make choic creat entrepreneuri ventur current trend technolog entrepreneurship start start-up identifi opportun factor drive competit advantag organiz structur basic knowledg financi statement project report introductori knowledg market manag human resourc manag & strateg manag risk analysi legal aspect busi rais fund dure life-cycl new ventures.nilal start-up compani emerg technolog domain compani adopt âcorpor entrepreneurshipâ profession manag companiesmultidisciplinari
"Foundation,Certificate,In,Palliative,Care",foundat certif palli carethi cours aim build strong foundat wish provid holist palli care patient earli well advanc cours diseas improv qualiti life. foundat certif palli care list intern directori palli care cours iahpc offer 1 year free membership student worth usd 37.5.ssc 10th stdhospit / nurs home / privat clinic / ngo / home care services/ healthcar institut industri servicesmultidisciplinari
"Fuzzy,Logic,And,Neural,Networks",fuzzi logic neural networksthi cours start brief introduct fuzzi sets. differ fuzzi set crisp set identified. variou term use fuzzi set grammar fuzzi set discuss detail help numer examples. work principl two popular applic fuzzi set name fuzzi reason fuzzi cluster explain numer exampl solved. fundament neural network variou learn method discussed. principl multi-lay feed forward neural network radial basi function network self-organ map counter-propag neural network recurr neural network deep learn neural network explain appropri numer examples. method evolv optim fuzzi reason tool neural network discuss help numer examples. two popular neuro-fuzzi system explain numer exampl solved. summari cours given end.nilcontentmultidisciplinari
"Groundwater,hydrology,and,management",groundwat hydrolog managementgroundwat import water resourc aid dure climat chang extrem flood droughts. groundwat ha also key factor increas crop area rotat profit farmers. howev groundwat scienc well understood henc deplet alarm rates. india highest extractor groundwat world necessari understand groundwat hydrolog better work water resourc manag activities.stud civil engin rural develop earth scienc geolog rural develop departments. develop earth scienc geolog rural develop departments.th cours relev ani relat companymultidisciplinari
"Introduction,to,Reliability,Engineering",introduct reliabl engineeringeveri engin awar custom need express term reliabl requirements. success product/system need translat requir ensur reliabl requir met. essenti understand term evaluated. present product need provid reliabl inform along functions. thi cours help student know thi import aspect way address requirements.ug/pg student engin branchescont foundmultidisciplinari
"Research,Methodology",research methodologylarg number student activ consid take research associ higher studies. thi cours aim introduc student import aspect research. intent cours make student awar detail associ formal research help student overcom common misconcept may present minds. go thi cours student like abl take research activ systemat formal manner right beginning.stud complet undergradu studi engin scienc better posit benefit thi coursecont foundmultidisciplinari
"Management,of,Medical,Emergencies,in,Dental,Practice",manag medic emerg dental practicein clinic dental practic life-threaten emerg occur. advers medic event occur despit appropri measur prevent developing. happen anyonea patient doctor dental offic staff person mere accompani patient. number factor exist today may increas likelihood incidents. absenc ani india specif onlin cours thi topic aim illustr precis inform knowledg method manag medic emerg own. thi aid dental practition adequ knowledg lectur seri consist eight topic cover variou medic emerg consist medic emerg situat explan aetiolog sequela onset primari manag approach medic management. use combin lectur illustr examples.undergradu student postgradu traine dental surgeri & dental practitionersani compani interest social media / network data beâ interest recruit student finish course.multidisciplinari
"Nanobio,Technology,Enabled,Point-of-Care,Devices",nanobio technolog enabl point-of-car devicesth cours address approach develop portabl reusabl robust ultrasensit effici point-of-car poc system ha receiv signific attent healthcar system analyt process explain scienc behind detect analyt interest earli stage diagnosis. student also learn techniqu commerci diagnost devices.10+2 onli basic sciencesdiscret optim cryptography/ cyber secur code theori comput algebra symbol comput softwar learn software.multidisciplinari
"Experimental,Stress,Analysis",experiment stress analysisth cours cover basic aspect experiment stress analysi includ exhaust treatment versatil techniqu like photoelast strain gaug also brief introduct emerg techniqu like digit imag correlation. addit also provid fundament aspect six differ experiment techniqu moiré brittl coat holographi speckl method thermoelast stress analysi caustics.th cours cover basic aspect experiment stress analysi includ exhaust treatment versatil techniqu like photoelast strain gaug also brief introduct emerg techniqu like digit imag correlation. addit also provid fundament aspect six differ experiment techniqu moiré brittl coat holographi speckl method thermoelast stress analysi caustics.h ge gm nal dmrl drdo beml mahindra&mahindra tata motor l&t vssc defens atom energi laboratoriesmechan engin
"Acoustic,Materials,And,Metamaterials",acoust materi metamaterialsth studi electromagnet acoust wave endeavor date back centuries. import sub-domain thi field effect daili life use acoust principl control environment noise. thi regard acoust materi materi design manipul sound wave propag prime importance. within thi field three decad ago concept metamateri wa propos ha creat revolution. theoret formul experi shown feasibl realiz man-mad acoust metamateri manipul wave beyond defin limit found nature. therefor within time span 15 year acoust materi emerg activ field driven scientif discoveri divers applic potenti machineri nois control frequenc filter speech transmiss technolog acoust imag cloaking. thi first-ev organ coursework acoust materi special focu acoust metamaterials.mathemat class 12th physic class 12tharci tata advanc materi limit huntsman corpor iac materi research societi india mrsi acoust consult advanc materi manufactur speech transmiss industry.mechan engin
"Automatic,Control",automat controlautomat control theori use variou applic exampl manufactur product refriger air condition aircraft missil satellit launch etc. studi dedic cours requir understand fundament advanc concept automat control engin designers. thi cours basic level. introduc design model control system theori transfer function pole zero block diagram algebra transient respons analysi first second order system stabil routh criteria error analysi pid control root locu techniqu compens techniqu introduct state space method applic matlab automat control.complet first year be/btech.nilmechan engin
"Convective,Heat,Transfer",convect heat transferconvect major mode heat transfer fluid attach source. process convect fundament link fluid mechan law deriv thermodynamics. convect heat transfer ha wide horizon spread flow flat plate constant heat flux constant temperatur boundari condit thermal develop develop flow insid duct. moreov convect theori wide vari depend medium flow field differenti forc flow natur graviti driven heat transfer modes. convect heat transfer take major role phase chang heat transfer well mass transfer analog chemic processes. present cours target fundament understand facet deriv mathemat examples.fluid mechan thermodynamics.intel gener electr gener motor abb nuclear industri etc.mechan engin
"Failure,Analysis,And,Prevention",failur analysi preventionth cours content design systemat understand variou aspect relat failur fundament sourc failur mechan compon industri engin tool relev failur failur analysi gener procedur failur analysi sampl collect prepar preserv test macro microscop observ fractur mode fractur metallograph procedur imag analysi use fractur mechan fractur tough principl failur analysi analysi find report/recommend writing. present includ case studi commun concept procedur effectively. case studi taken failur analysi weld joint differ sectors.nilheavi engin pressur vessel industri power plantsmechan engin
"Financial,Mathematics",financi mathematicsth cours financi mathemat focus mathemat properti relat concept financi currenc market invest econom activities. cours aim enthus confid particip abl address issu relat global financi market develop feasibl financi transact increas complex portfolio invest analyz forecast market develop etc. student cours gain in-depth understand advanc econom concept well knowledg financi bank sector operate.bas mathemat probabilityus compani especi manag person invest financ sectorsmechan engin
"Inspection,And,Quality,Control,In,Manufacturing",inspect qualiti control manufacturingin manufactur qualiti control process ensur custom receiv product free defect meet requirements. inspect measur need dure product qualiti control becaus inher variabl introduc machin tool raw materi human oper caus variat differ qualiti characterist length diamet thick tensil strength surfac finish etc. product. inspect test veri import maintain certain qualiti level product dure production. help control qualiti product fix sourc defect immedi detected. sever non-destruct inspect method also help perform in-servic inspect avoid ani catastroph failur predict remain life product.nilmanufactur base industri tata motor isro drdo railway bhel iocl bharat forg larsen toubro mahindra & mahindra; etc.mechan engin
"Manufacturing,Guidelines,For,Product,Design",manufactur guidelin product designcompetit key word today busi environment. major object compani worldwid conceptu design develop product onli satisfi customer need want also competit cost well qualiti point view. ha observ product design develop cycl usual follow traditional/convent approach lead lot non-valu ad featur product. moreov featur also increas manufactur cost product. therefor immin need acquaint engin manag concept design think involv integr approach combin function design manufactur includ assembly. integr approach certainli help product design come design satisfi custom requir offer good qualiti term servic mainten easi manufactur reason cost. cours content certainli add valu knowledg base product process design definit orient thought process direct integr manufactur function design stage product develop cycleno-prerequisit ani student enrol ug/pg/ph.d. degre ani disciplin mechan engin product engineering.cont foundmechan engin
"Mechanical,Measurement,Systems",mechan measur systemsthi cours provid simpl understand mechan measur system statist analysi experiment data. cours contain gener configur function element measur system static dynam characterist measur instruments. cours also includ instrument displac strain veloc forc toqu power pressur sound flow temperatur measurement.mechan engin professionals.al mechan engin industri involv instrumentation.mechan engin
Mechatronics,mechatronicsth word mechatron compos mecha mechan tronics electronics. synergist integr mechan engin electron intellig comput control design manufactur industri product processes. mechatron gener involv implement electron control mechan system ii enhanc exist mechan design intellig control iii replac mechan compon electron solution. thi cours cover aspect relat mechatron sensor transduc actuat mechan signal condit microprocessor microcontrol model & system respons design mechatronics.mechanical/electrical/electron graduat post graduat studentscont foundmechan engin
"Modelling,And,Simulation,Of,Dynamic,Systems",model simul dynam systemsth term model refer develop mathemat represent physic system term simul refer procedur solv equat result model development. qualiti use model measur abil captur govern physic featur problem. expertis model useful. model amen manipul would imposs expens impract perform system portrays. thi featur make veri use tool studi system behavior.b. tech/m.tech student profession core cours pg elect cours ug.railway drdomechan engin
"Operations,Management",oper managementth current competit busi environ forc organ adopt latest tool techniqu strategi manag resourc effect effici manner. topic cours deal manag resourc activ lead product good right qualiti right quantiti right time place cost-effect manner. cours focus basic concept issu techniqu adopt worldwid effici effect operations. topic includ oper strategi product design develop forecast facil plan layout aggreg product plan capac plan project manag product control materi manag inventori qualiti manag jit kanban system.no-prerequisit ani student enrol ug/pg degre ani disciplin mechan engin industri effici produc deliv good servic customers.mechan engin
"Principles,Of,Casting,Technology",principl cast technologyth cours focus understand basic scienc technolog cast processes. metal cast industri evolv dure past hundr year becaus advanc technologies. properti cast metal significantli depend upon type mold melt solidif post treatment practices. thi need understood young student well practic shop floor engin product superior qualiti cast. basic purpos thi cours provid sound understand concept principl cast technolog enabl convers advanc method long run toward increas product cast industries.ani interest learnerscast industri like bhel tata steel jindal steel foundri unit medium larg sizesmechan engin
"Robotics,and,Control,Theory,and,Practice",robot control theori practicerobot ha stimul grow interest among wide rang scholar research student due interdisciplinari characteristics. develop thi field scienc boost variou domain limit cybernet control comput mechan bio-engin electronics. among area model control plan play fundament role onli growth industri robot also toward advanc field includ healthcar field robotics. thi cours particip acquir abil conduct research develop innov design field system engin control robot direct develop engin solut new unfamiliar environ link creativ innov transfer technology.electr engin comput scienc depart mechan engin electron commun engin mathemat department.nilmechan engin
"Steam,And,Gas,Power,Systems",steam ga power systemsthi cours provid simpl understand steam ga power systems. cours contain analysi vapour power cycl i.e. rankin cycl steam gener accessori perform boiler combust fuel high pressur boiler flow steam ga nozzl differ type steam turbin power gener condensers. ga turbin cycl work ga turbin centrifug compressor axial compressor combust chamber ga turbines.it core cours ug student mechan engineering.bhel ntpc privat power industriesmechan engin
"Surface,Engineering,Of,Nanomaterials",surfac engin nanomaterialssurfac engin se sub-disciplin materi scienc materi engin deal surfac solid modifications. primari goal se nanomateri modifi properti surfac improv electr thermal properti improv compat nanomateri matrix use reinforc filler composit high perform applications.nano scienc nanotechnolog chemic engg chemistri aerospac engg materi scienc mechan engg. etc.nanotech base industri nanoshel; adnano technologies; mittal enterprises; ultrananotech; reinst nano ventures; etcmechan engin
"Two,Phase,Flow,And,Heat,Transfer",two phase flow heat transfertwo phase flow without phase chang commonli encount varieti engin processes. power gener nuclear reactor technolog food product chemic process aerospac automot industri drive forc thi complex field. due univers applic thorough understand two phase flow utmost important. present cours driven thi requir distribut broadli two sub parts. experiment part provid knowledg select instal use modern gas-liquid measur techniqu instrument wire-mesh sensor needl probe process microscopi along applic data analysi tools. numer part focu finite-volum method euler-eul euler-lagrang multiphas flow predict associ mathemat models.bachelor student mechanical/chemical/aerospace/civil engin middl level manag relat industri fluid mechan heat transfergener electr gener motor indian oil hpcl bpclmechan engin
"Introduction,to,Soft,Matter",introduct soft matterintroductori cours soft matter/complex fluids. review preliminari continuum mechan requir deal soft matter. gener concept viscou elast deform relev models. experiment approach soft materi creep respons stress relaxation.mechan engin chemic engin aerospac engg physic interdisciplinari sciencesnilmechan engin
"Robotics,Basics,and,Selected,Advanced,Concepts",robot basic select advanc conceptsthi cours start introduct robot key element constitu robot scienc technolog robots. provid unifi treatment model analysi serial parallel hybrid manipul use key concept denavit-hartenberg paramet solut direct invers kinemat serial parallel robot associ concept workspac mobil presented. concept veloc link robot jacobian matrix develop associ concept singular robot discuss depth. equat motion deriv use lagrangian formul solut use numer method presented. fulli understand control robot basic concept linear control introduc use exampl control singl link robot advanc concept model-bas control discussed. cours also introduc advanc topic robot model analysi wheel mobil robot deploy structur cabl driven pneumat actuat small/micro robots. cours draw upon great deal experi hardwar develop research student iisc softwar simul hardwar experi suggest cours student complement materi taught course.primarili master ph student mechan electr comput scienc disciplines. ug student take robot elective. ug level mathemat program knowledgecont foundmechan engin
